dataset,run,depth,method,predicate_mask_hits,predicate_mask_misses,candidate_hits,candidate_misses,subtree_hits,subtree_misses,incompatible_subtree_reuse
"square_form_ii__noise_00",4,4,antihorn,48,45,0,0,0,7,false
"square_form_ii__noise_00",4,4,square2cnf,133,541,0,0,0,5,false
"square_form_ii__noise_00",4,4,affine,540,76,0,0,0,17,false
"square_form_ii__noise_05",0,4,unary,61,6,0,0,0,29,false
"square_form_ii__noise_05",0,4,horn,166,75,0,0,0,21,false
"square_form_ii__noise_05",0,4,antihorn,146,84,0,0,0,21,false
"square_form_ii__noise_05",0,4,square2cnf,667,2072,0,0,0,19,false
"square_form_ii__noise_05",0,4,affine,1079,76,0,0,0,31,false
"square_form_ii__noise_05",1,4,unary,61,6,0,0,0,29,false
"square_form_ii__noise_05",1,4,horn,163,78,0,0,0,21,false
"square_form_ii__noise_05",1,4,antihorn,149,81,0,0,0,21,false
"square_form_ii__noise_05",1,4,square2cnf,662,1718,0,0,0,17,false
"square_form_ii__noise_05",1,4,affine,1002,76,0,0,0,29,false
"square_form_ii__noise_05",2,4,unary,57,6,0,0,0,27,false
"square_form_ii__noise_05",2,4,horn,105,78,0,0,0,17,false
"square_form_ii__noise_05",2,4,antihorn,99,84,0,0,0,17,false
"square_form_ii__noise_05",2,4,square2cnf,690,1688,0,0,0,17,false
"square_form_ii__noise_05",2,4,affine,848,76,0,0,0,25,false
"square_form_ii__noise_05",3,4,unary,61,6,0,0,0,29,false
"square_form_ii__noise_05",3,4,horn,158,81,0,0,0,21,false
"square_form_ii__noise_05",3,4,antihorn,146,84,0,0,0,21,false
"square_form_ii__noise_05",3,4,square2cnf,610,1770,0,0,0,17,false
"square_form_ii__noise_05",3,4,affine,1002,76,0,0,0,29,false
"square_form_ii__noise_05",4,4,unary,53,6,0,0,0,25,false
"square_form_ii__noise_05",4,4,horn,124,72,0,0,0,17,false
"square_form_ii__noise_05",4,4,antihorn,128,84,0,0,0,19,false
"square_form_ii__noise_05",4,4,square2cnf,574,1779,0,0,0,15,false
"square_form_ii__noise_05",4,4,affine,848,76,0,0,0,25,false
"square_form_ii__noise_10",0,4,unary,65,6,0,0,0,31,false
"square_form_ii__noise_10",0,4,horn,168,99,0,0,0,21,false
"square_form_ii__noise_10",0,4,antihorn,190,81,0,0,0,25,false
"square_form_ii__noise_10",0,4,square2cnf,701,2052,0,0,0,23,false
"square_form_ii__noise_10",0,4,affine,1079,76,0,0,0,31,false
"square_form_ii__noise_10",1,4,unary,65,6,0,0,0,31,false
"square_form_ii__noise_10",1,4,horn,179,96,0,0,0,23,false
"square_form_ii__noise_10",1,4,antihorn,188,84,0,0,0,23,false
"square_form_ii__noise_10",1,4,square2cnf,1164,2333,0,0,0,27,false
"square_form_ii__noise_10",1,4,affine,1079,76,0,0,0,31,false
"square_form_ii__noise_10",2,4,unary,65,6,0,0,0,31,false
"square_form_ii__noise_10",2,4,horn,179,90,0,0,0,21,false
"square_form_ii__noise_10",2,4,antihorn,216,90,0,0,0,25,false
"square_form_ii__noise_10",2,4,square2cnf,1044,2993,0,0,0,27,false
"square_form_ii__noise_10",2,4,affine,1079,76,0,0,0,31,false
"square_form_ii__noise_10",3,4,unary,65,6,0,0,0,31,false
"square_form_ii__noise_10",3,4,horn,198,87,0,0,0,25,false
"square_form_ii__noise_10",3,4,antihorn,184,96,0,0,0,25,false
"square_form_ii__noise_10",3,4,square2cnf,1081,2643,0,0,0,25,false
"square_form_ii__noise_10",3,4,affine,1079,76,0,0,0,31,false
"square_form_ii__noise_10",4,4,unary,65,6,0,0,0,31,false
"square_form_ii__noise_10",4,4,horn,196,81,0,0,0,27,false
"square_form_ii__noise_10",4,4,antihorn,180,81,0,0,0,23,false
"square_form_ii__noise_10",4,4,square2cnf,962,2419,0,0,0,23,false
"square_form_ii__noise_10",4,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_00",0,4,unary,27,6,0,0,0,13,false
"square_form_iii__noise_00",0,4,horn,20,42,0,0,0,5,false
"square_form_iii__noise_00",0,4,antihorn,76,48,0,0,0,9,false
"square_form_iii__noise_00",0,4,square2cnf,25,312,0,0,0,3,false
"square_form_iii__noise_00",0,4,affine,463,76,0,0,0,15,false
"square_form_iii__noise_00",1,4,unary,27,6,0,0,0,13,false
"square_form_iii__noise_00",1,4,horn,23,39,0,0,0,5,false
"square_form_iii__noise_00",1,4,antihorn,85,39,0,0,0,9,false
"square_form_iii__noise_00",1,4,square2cnf,25,312,0,0,0,3,false
"square_form_iii__noise_00",1,4,affine,463,76,0,0,0,15,false
"square_form_iii__noise_00",2,4,unary,27,6,0,0,0,13,false
"square_form_iii__noise_00",2,4,horn,23,39,0,0,0,5,false
"square_form_iii__noise_00",2,4,antihorn,85,39,0,0,0,9,false
"square_form_iii__noise_00",2,4,square2cnf,25,312,0,0,0,3,false
"square_form_iii__noise_00",2,4,affine,463,76,0,0,0,15,false
"square_form_iii__noise_00",3,4,unary,27,6,0,0,0,13,false
"square_form_iii__noise_00",3,4,horn,23,39,0,0,0,5,false
"square_form_iii__noise_00",3,4,antihorn,85,39,0,0,0,9,false
"square_form_iii__noise_00",3,4,square2cnf,25,312,0,0,0,3,false
"square_form_iii__noise_00",3,4,affine,463,76,0,0,0,15,false
"square_form_iii__noise_00",4,4,unary,27,6,0,0,0,13,false
"square_form_iii__noise_00",4,4,horn,23,39,0,0,0,5,false
"square_form_iii__noise_00",4,4,antihorn,85,39,0,0,0,9,false
"square_form_iii__noise_00",4,4,square2cnf,25,312,0,0,0,3,false
"square_form_iii__noise_00",4,4,affine,463,76,0,0,0,15,false
"square_form_iii__noise_05",0,4,unary,61,6,0,0,0,29,false
"square_form_iii__noise_05",0,4,horn,172,87,0,0,0,19,false
"square_form_iii__noise_05",0,4,antihorn,209,87,0,0,0,23,false
"square_form_iii__noise_05",0,4,square2cnf,808,2639,0,0,0,23,false
"square_form_iii__noise_05",0,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_05",1,4,unary,61,6,0,0,0,29,false
"square_form_iii__noise_05",1,4,horn,169,90,0,0,0,19,false
"square_form_iii__noise_05",1,4,antihorn,177,90,0,0,0,21,false
"square_form_iii__noise_05",1,4,square2cnf,884,2329,0,0,0,23,false
"square_form_iii__noise_05",1,4,affine,925,76,0,0,0,27,false
"square_form_iii__noise_05",2,4,unary,61,6,0,0,0,29,false
"square_form_iii__noise_05",2,4,horn,166,93,0,0,0,19,false
"square_form_iii__noise_05",2,4,antihorn,183,84,0,0,0,21,false
"square_form_iii__noise_05",2,4,square2cnf,611,2440,0,0,0,19,false
"square_form_iii__noise_05",2,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_05",3,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_05",3,4,horn,183,78,0,0,0,19,false
"square_form_iii__noise_05",3,4,antihorn,212,84,0,0,0,23,false
"square_form_iii__noise_05",3,4,square2cnf,1012,2772,0,0,0,25,false
"square_form_iii__noise_05",3,4,affine,1079,76,0,0,0,31,false
"square_form_iii__noise_05",4,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_05",4,4,horn,193,90,0,0,0,25,false
"square_form_iii__noise_05",4,4,antihorn,193,90,0,0,0,25,false
"square_form_iii__noise_05",4,4,square2cnf,743,1829,0,0,0,21,false
"square_form_iii__noise_05",4,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_10",0,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_10",0,4,horn,169,90,0,0,0,19,false
"square_form_iii__noise_10",0,4,antihorn,204,87,0,0,0,25,false
"square_form_iii__noise_10",0,4,square2cnf,727,2304,0,0,0,19,false
"square_form_iii__noise_10",0,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_10",1,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_10",1,4,horn,171,96,0,0,0,21,false
"square_form_iii__noise_10",1,4,antihorn,200,75,0,0,0,23,false
"square_form_iii__noise_10",1,4,square2cnf,685,2462,0,0,0,23,false
"square_form_iii__noise_10",1,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_10",2,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_10",2,4,horn,177,90,0,0,0,21,false
"square_form_iii__noise_10",2,4,antihorn,204,87,0,0,0,25,false
"square_form_iii__noise_10",2,4,square2cnf,951,2742,0,0,0,23,false
"square_form_iii__noise_10",2,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_10",3,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_10",3,4,horn,187,90,0,0,0,21,false
"square_form_iii__noise_10",3,4,antihorn,172,78,0,0,0,19,false
"square_form_iii__noise_10",3,4,square2cnf,1125,2952,0,0,0,27,false
"square_form_iii__noise_10",3,4,affine,1002,76,0,0,0,29,false
"square_form_iii__noise_10",4,4,unary,65,6,0,0,0,31,false
"square_form_iii__noise_10",4,4,horn,209,93,0,0,0,25,false
"square_form_iii__noise_10",4,4,antihorn,168,90,0,0,0,21,false
"square_form_iii__noise_10",4,4,square2cnf,920,2446,0,0,0,21,false
"square_form_iii__noise_10",4,4,affine,1002,76,0,0,0,29,false
"unary__noise_00",0,4,unary,1,6,0,0,0,3,false
"unary__noise_00",0,4,horn,32,30,0,0,0,5,false
"unary__noise_00",0,4,antihorn,29,33,0,0,0,5,false
"unary__noise_00",0,4,square2cnf,25,312,0,0,0,3,false
"unary__noise_00",0,4,affine,155,76,0,0,0,7,false
"unary__noise_00",1,4,unary,1,6,0,0,0,3,false
"unary__noise_00",1,4,horn,32,30,0,0,0,5,false
"unary__noise_00",1,4,antihorn,82,42,0,0,0,9,false
"unary__noise_00",1,4,square2cnf,25,312,0,0,0,3,false
"unary__noise_00",1,4,affine,155,76,0,0,0,7,false
"unary__noise_00",2,4,unary,1,6,0,0,0,3,false
"unary__noise_00",2,4,horn,32,30,0,0,0,5,false
"unary__noise_00",2,4,antihorn,82,42,0,0,0,9,false
"unary__noise_00",2,4,square2cnf,25,312,0,0,0,3,false
"unary__noise_00",2,4,affine,155,76,0,0,0,7,false
"unary__noise_00",3,4,unary,1,6,0,0,0,3,false
"unary__noise_00",3,4,horn,32,30,0,0,0,5,false
"unary__noise_00",3,4,antihorn,29,33,0,0,0,5,false
"unary__noise_00",3,4,square2cnf,25,312,0,0,0,3,false
"unary__noise_00",3,4,affine,155,76,0,0,0,7,false
"unary__noise_00",4,4,unary,1,6,0,0,0,3,false
"unary__noise_00",4,4,horn,32,30,0,0,0,5,false
"unary__noise_00",4,4,antihorn,29,33,0,0,0,5,false
"unary__noise_00",4,4,square2cnf,25,312,0,0,0,3,false
"unary__noise_00",4,4,affine,155,76,0,0,0,7,false
"unary__noise_05",0,4,unary,61,6,0,0,0,29,false
"unary__noise_05",0,4,horn,159,69,0,0,0,23,false
"unary__noise_05",0,4,antihorn,198,78,0,0,0,27,false
"unary__noise_05",0,4,square2cnf,1219,2658,0,0,0,27,false
"unary__noise_05",0,4,affine,848,76,0,0,0,25,false
"unary__noise_05",1,4,unary,61,6,0,0,0,29,false
"unary__noise_05",1,4,horn,130,63,0,0,0,19,false
"unary__noise_05",1,4,antihorn,142,75,0,0,0,19,false
"unary__noise_05",1,4,square2cnf,985,2384,0,0,0,23,false
"unary__noise_05",1,4,affine,848,76,0,0,0,25,false
"unary__noise_05",2,4,unary,57,6,0,0,0,27,false
"unary__noise_05",2,4,horn,127,66,0,0,0,19,false
"unary__noise_05",2,4,antihorn,163,78,0,0,0,23,false
"unary__noise_05",2,4,square2cnf,809,2303,0,0,0,21,false
"unary__noise_05",2,4,affine,848,76,0,0,0,25,false
"unary__noise_05",3,4,unary,57,6,0,0,0,27,false
"unary__noise_05",3,4,horn,150,72,0,0,0,21,false
"unary__noise_05",3,4,antihorn,195,75,0,0,0,25,false
"unary__noise_05",3,4,square2cnf,977,2057,0,0,0,21,false
"unary__noise_05",3,4,affine,1079,76,0,0,0,31,false
"unary__noise_05",4,4,unary,57,6,0,0,0,27,false
"unary__noise_05",4,4,horn,159,69,0,0,0,23,false
"unary__noise_05",4,4,antihorn,182,78,0,0,0,25,false
"unary__noise_05",4,4,square2cnf,1048,2068,0,0,0,21,false
"unary__noise_05",4,4,affine,848,76,0,0,0,25,false
"unary__noise_10",0,4,unary,65,6,0,0,0,31,false
"unary__noise_10",0,4,horn,204,75,0,0,0,23,false
"unary__noise_10",0,4,antihorn,213,66,0,0,0,23,false
"unary__noise_10",0,4,square2cnf,1507,2606,0,0,0,27,false
"unary__noise_10",0,4,affine,1079,76,0,0,0,31,false
"unary__noise_10",1,4,unary,65,6,0,0,0,31,false
"unary__noise_10",1,4,horn,198,81,0,0,0,23,false
"unary__noise_10",1,4,antihorn,173,72,0,0,0,21,false
"unary__noise_10",1,4,square2cnf,1207,2333,0,0,0,25,false
"unary__noise_10",1,4,affine,1002,76,0,0,0,29,false
"unary__noise_10",2,4,unary,57,6,0,0,0,27,false
"unary__noise_10",2,4,horn,163,81,0,0,0,25,false
"unary__noise_10",2,4,antihorn,192,78,0,0,0,25,false
"unary__noise_10",2,4,square2cnf,1237,2223,0,0,0,25,false
"unary__noise_10",2,4,affine,925,76,0,0,0,27,false
"unary__noise_10",3,4,unary,61,6,0,0,0,29,false
"unary__noise_10",3,4,horn,214,73,0,0,0,25,false
"unary__noise_10",3,4,antihorn,209,81,0,0,0,23,false
"unary__noise_10",3,4,square2cnf,1156,2529,0,0,0,23,false
"unary__noise_10",3,4,affine,1002,76,0,0,0,29,false
"unary__noise_10",4,4,unary,61,6,0,0,0,29,false
"unary__noise_10",4,4,horn,179,66,0,0,0,21,false
"unary__noise_10",4,4,antihorn,169,72,0,0,0,23,false
"unary__noise_10",4,4,square2cnf,991,2456,0,0,0,23,false
"unary__noise_10",4,4,affine,1002,76,0,0,0,29,false
